Rank,Title,Link,Abstract
105,Crestal bone stability around implants with horizontally matching connection after soft tissue thickening: a prospective clinical trial,https://onlinelibrary.wiley.com/doi/abs/10.1111/cid.12155,"Individuals for this 1-year controlled clinical trial were selected among partially edentulous patients who attended Vilnius Implantology Center Clinic (Vilnius, Lithuania) for implant"
106,A test collection for matching patients to clinical trials,https://dl.acm.org/doi/abs/10.1145/2911451.2914672,"the use of search engines for matching eligible patients (the query) to  matched that criteria. Thus, Medtrack could be viewed as the opposite, trial-centric (trial is the query and patient"
107,Incidence of alloantibody formation after ABOD or extended matched red blood cell transfusions: a randomized trial (MATCH study),https://onlinelibrary.wiley.com/doi/abs/10.1111/trf.13347,Extended matching seems successful only if the patient did  and patients will enable RBC matching for selected patients.  50% of randomized surgical patients were actually transfused
108,N2M2 (NOA-20) phase I/II trial of molecularly matched targeted therapies plus radiotherapy in patients with newly diagnosed non-MGMT hypermethylated,https://academic.oup.com/neuro-oncology/article-abstract/21/1/95/5113425,for patients with newly diagnosed isocitrate dehydrogenase (IDH) wildtype glioblastoma  to the best matching molecular alteration. Patients without matching alterations are randomized
109,Outcomes among pediatric patients with cancer who are treated on trial versus off trial: A matched cohort study,https://acsjournals.onlinelibrary.wiley.com/doi/abs/10.1002/cncr.32947,"In the current study, matching analytic techniques were used to compare a cohort of pediatric patients receiving primary therapy on trial compared with standard therapy and/or off trial"
110,difference between MRI-and CT-based patient-specific matched guides for total knee arthroplasty from the same manufacturer: a randomised controlled trial,https://boneandjoint.org.uk/article/10.1302/0301-620x.98b6.36633,The strength of this study was that it is a prospectively randomised clinical trial. There was no bias in patient selection. With 135 patients (137 knees) enrolled and only three lost from
111,Patient-treatment matching: Rationale and results,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6876445/,"some patients than for others, and in some cases, treatment can be improved by matching subgroups of patients  , an ongoing multisite trial of patient-treatment matching (see sidebar)."
112,: Efficacy of matched hydration and forced diuresis for prevention in patients with impaired renal function undergoing coronary proceduresCINEMA trial,https://www.sciencedirect.com/science/article/pii/S2352906722000082,trial the value of a non-automated matched hydration and forced diuresis in the prevention of CIN in patients  of CIN among patients who received non-automated matched hydration and
113,: A feasibility study to test the integration of a cancer registry early case ascertainment process via electronic pathology reporting with an online clinical trial matching,https://ascopubs.org/doi/abs/10.1200/JCO.2020.38.6_suppl.207,overcome problems with inclusion of diverse patient populations in clinical research when  of an online clinical trial matching tool to improve matching of underrepresented patients into
114,Patient-centered placement matching of alcohol-dependent patients based on a standardized intake assessment: primary outcomes of an exploratory randomized,https://karger.com/ear/article-abstract/26/3/109/119675,"patients who received more intensive aftercare than recommended by PCPM (overmatched). With regard to costs, we expect higher costs in overmatched patients compared to matched"
115,Increasing clinical trial accrual via automated matching of biomarker criteria,https://www.worldscientific.com/doi/abs/10.1142/9789811215636_0004,matching algorithmic pipeline that identifies patients who meet eligibility criteria of precision medicine clinical trials via genetic biomarkers and apply it to patients  clinical trial matching
116,Comparative effectiveness without head-to-head trials: a method for matching-adjusted indirect comparisons applied to psoriasis treatment with adalimumab or,https://link.springer.com/article/10.2165/11538370-000000000-00000,"In particular, prior to matching, the average patient in the etanercept trial had a greater percentage of their body surface area affected by psoriasis at baseline and was more likely to"
117,stem-cell transplantation from matched related and matched unrelated donors in younger adults with high-risk acute myeloid leukemia: German-Austrian trial,https://www.academia.edu/download/40263789/Prospective_Evaluation_of_Allogeneic_Hem20151122-6328-16ecd0s.pdf,"In our trial, the outcome of the 10 patients receiving transplantation from an HID was poor, mainly because of high CID; however, because of the small samples size, these data need to"
118,Clinical trial adaptation by matching evidence in complementary patient sub-groups of auxiliary blinding questionnaire responses,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0131524,"of trial data robust to the presence of partial or full unblinding of patients, or indeed patient  to guide the choice of which patients are removed from the trial after its onset, in a manner"
119,to non-surgical treatment in patients with varus malaligned medial knee osteoarthritis (OA)? A propensity matched study using 2 randomized controlled trial ,https://www.sciencedirect.com/science/article/pii/S1063458417311986,"Propensity score matching resulted in a comparison of 30 brace patient with 83 HTO patients, and of 28 usual care patients with 71 HTO patients. Pain at 1 year after HTO (VAS 3.8) was"
120,Placement matching of alcohol-dependent patients based on a standardized intake assessment: rationale and design of a randomized controlled trial,https://link.springer.com/article/10.1186/s12888-014-0286-8,Placement-matching decisions are often made during qualified withdrawal treatment. Our first pilot trial that included 54 alcohol-dependent patients in qualified withdrawal treatment
121,Intravenous erythropoietin in patients with ST-segment elevation myocardial infarction: REVEAL: a randomized controlled trial,https://jamanetwork.com/journals/jama/article-abstract/899848,"patients were randomly assigned to epoetin alfa or matching  Study medication (epoetin alfa or matching saline placebo)  of the REVEAL trial, epoetin alfa and matching placebo were"
